부산광역시_자전거대여소_20230822.csv관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
26710-00050,진달래공원,어린이공원,-,부산광역시 기장군 기장읍 청강리 143,35.2396891,129.2224491,1992.4,3단철봉 외 6종,조합놀이대 외 2종,-,-,등받이벤치 외 4종,2007-12-24,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00051,월내1,어린이공원,부산광역시 기장군 장안읍 월내2길 10-21,부산광역시 기장군 장안읍 월내리 257-6,35.1944111,129.1648261,4578,윗몸일으키기 외 7종,조합놀이 외 3종,-,-,벤치 외 1종,2006-08-30,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00052,효암공원,어린이공원,-,부산광역시 기장군 장안읍 임랑리 386-1,35.3150231,129.2595161,1679.9,3단철봉 외 1종,조합놀이대 외 1종,-,-,일자벤치 외 3종,2001-01-13,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00052,좌천3어린이공원,어린이공원,-,부산광역시 기장군 장안읍 좌천리 72-12,35.31093947,129.2405198,1758,하체흔들기 외 3종,조합놀이대 외 2종,음수대 등,-,파고라외 5종,2006-08-03,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00053,별님공원,어린이공원,부산광역시 기장군 일광면 삼성3길 39,부산광역시 기장군 일광면 삼성리 46-1,35.1552751,129.1405791,950,3단철봉 등,조합놀이 외 1종,경로당 등,-,파고라 외 2종,1999-04-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00054,강송정공원,어린이공원,-,부산광역시 기장군 일광면 이천리 844,35.2655211,129.2354021,1590,온몸허리돌리기 외 9종,조합놀이 외 2종,-,충효기념비,일자벤치 외 4종,2002-06-23,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00055,햇님공원,어린이공원,-,부산광역시 기장군 일광면 이천리 782-1,35.1604851,129.1409971,2128,윗몸일으키기 외 10종,조합놀이 외 2개,-,-,사각벤치 외 3종,2006-12-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00056,뵤뵤공원,어린이공원,-,부산광역시 기장군 정관면 매학리 769-5,35.3200411,129.1829511,1830.2,평행봉 외 2종,조합놀이대 외 2종,-,-,평의자 외 2종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00057,제1호어린이공원,어린이공원,-,부산광역시 기장군 정관면 달산리 1054,35.1854891,129.1054471,1885.1,족구지주 외 3종,유아놀이기구 등,-,-,파고라 외 2종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00058,제2호어린이공원,어린이공원,-,부산광역시 기장군 정관면 달산리 1124-7,35.1912441,129.1214591,1653,족구지주 외 3종,유아놀이기구 등,-,-,파고라 외 2종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00059,나래울공원,어린이공원,-,부산광역시 기장군 정관면 달산리 1198,35.3208811,129.1846951,2199.1,농구대 등,조합놀이대 외 3종,-,-,파고라 외 3종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00060,동구래공원,어린이공원,-,부산광역시 기장군 정관면 달산리 1208,35.1906851,129.1117531,2000.1,허리돌리기 외 2종,조합놀이대 외 3종,-,-,파고라 외 3종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00061,햇돌공원,어린이공원,-,부산광역시 기장군 정관면 매학리 722,35.1911371,129.1031861,1995.3,-,조합놀이대 외 4종,-,-,파고라 외 3종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00062,애솔공원,어린이공원,-,부산광역시 기장군 정관면 매학리 796,35.1907691,129.1057331,2194.1,배드민터코트 외 4종,조합놀이대 외 3종,-,-,평의자 외 2종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00063,모전공원,어린이공원,-,부산광역시 기장군 정관면 모전리 690,35.2019931,129.1011771,2719.4,농구대 외 4종,조합놀이대 외 4종,-,-,파고라 외 2종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00064,바람개비공원,어린이공원,-,부산광역시 기장군 정관면 모전리 709,35.2023021,129.0931421,2358.6,배근력대 외 3종,조합놀이대 외 4종,-,-,등의자 외 3종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00065,둥지공원,어린이공원,-,부산광역시 기장군 정관면 모전리 718,35.2024221,129.0942451,1927.7,배근력대 외 2종,조합놀이대 외 4종,-,-,파고라 외 3종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00066,새늘공원,어린이공원,-,부산광역시 기장군 정관면 모전리 733,35.2005111,129.0948311,2000.9,배근력대 외 3종,조합놀이대 외 3종,-,-,평의자 외 2종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00067,하늘아리공원,어린이공원,-,부산광역시 기장군 정관면 모전리 773,35.1952261,129.0954991,2000,배근력대 외 2종,조합놀이대 외 4종,-,-,파고라 외 3종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00068,옛터공원,어린이공원,-,부산광역시 기장군 정관면 방곡리 389-3,35.1935321,129.1123931,2121.1,허리돌리기 외 2종,조합놀이대 외 1종,-,-,파고라 외 2종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00069,꽃보라공원,어린이공원,-,부산광역시 기장군 정관면 방곡리 411,35.1923011,129.1114721,2449.9,어깨근육풀기 외 2종,흔들놀이외 1종,-,-,평의자 외 2종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00070,산골공원,어린이공원,-,부산광역시 기장군 정관면 용수리 1277,35.1946131,129.1052471,2026.5,배드민턴 지주대  등,조합놀이대 외 5종,-,-,평의자 외 2종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00071,어울공원,어린이공원,-,부산광역시 기장군 정관면 용수리 1290-3,35.1938931,129.1047881,1871.8,-,조합놀이대 외 2종,-,-,팔각정자 외 1종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00072,해오름공원,어린이공원,-,부산광역시 기장군 정관면 용수리 1300,35.1938161,129.1053611,1912.1,-,조합놀이대 외 4종,-,-,파고라 외 종 1종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00073,동그라미공원,어린이공원,-,부산광역시 기장군 정관면 용수리 1320,35.1934781,129.1030271,2102.7,배드민턴 지주대  등,조합놀이대 외 2종,-,-,평의자 외 2종,2001-10-25,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00074,해밀공원,어린이공원,-,부산광역시 기장군 정관면 용수리 1361,35.1932261,129.1007051,2000.1,배근력대 외 2종,조합놀이대 외 4종,-,-,파고라 외 3종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00075,얼레공원,어린이공원,-,부산광역시 기장군 정관면 용수리 1394,35.1921021,129.1016261,5427.3,배근력대 외 3종,조합놀이대 외 1종,음수대 등,-,평상 외 3종,2002-01-31,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00076,소나무공원,어린이공원,-,부산광역시 기장군 철마면 고촌리 657,35.1423831,129.1017821,1500.3,-,조합놀이대 외 1종,-,-,일자 벤치 외 1종,2002-06-28,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00077,청강소공원,소공원,-,부산광역시 기장군 기장읍 청강리 3-16,35.1440391,129.1313721,4134,하체흔들기 외 12종,-,-,-,정자 외 3종,2012-11-14,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00078,신평소공원,소공원,-,부산광역시 기장군 일광면 신평리 11-1,35.1735591,129.1536641,3566,양팔줄당기기외 5종,-,화장실 등,-,-,2007-11-21,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00079,연꽃공원,소공원,-,부산광역시 기장군 철마면 웅천리 215,35.1747011,129.1010021,4816,하체흔들기 외 7종,-,화장실 등,-,-,2011-06-15,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00052,두명소공원,소공원,-,부산광역시 기장군 정관읍 두명리 254-28,35.2938147,129.2595268,1458,허리돌리기 외 8종,미끄럼틀 외 1종,-,-,-,2009-04-22,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00080,사라수변공원,수변공원,-,부산광역시 기장군 기장읍 대라리 산6-1,35.1417291,129.1217951,48434,온몸근육풀기 외 20종,조합놀이대,관리사무소 외 2개소,야외무대,정자 외 6종,2010-01-06,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00081,안평수변공원,수변공원,-,부산광역시 기장군 철마면 안평리 12-5,35.1501751,129.1102441,49844,-,-,-,-,데크 등,2010-02-10,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26500-00001,강변공원,어린이공원,부산광역시 수영구 좌수영로167번길 5(망미동),부산광역시 수영구 망미동 198-1,35.174685,129.108522,1316,-,-,-,-,-,2009-06-10,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00002,과정공원,어린이공원,-,부산광역시 수영구 망미동 417-1,35.172688,129.099203,631,-,-,-,-,-,2012-05-16,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00003,파랑새공원,어린이공원,부산광역시 수영구 남천바다로9번길  52(광안동),부산광역시 수영구 광안동 180-1,35.151805,129.11278,827.7,-,-,-,-,-,2015-10-28,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00004,수영공원,근린공원,-,부산광역시 수영구 수영동 231,35.170253,129.114408,23284,-,-,-,-,-,1996-09-05,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00005,햇살공원,어린이공원,-,부산광역시 수영구 망미동 824-8,35.172688,129.099203,633,-,-,-,-,-,2003-06-05,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00006,광안공원,근린공원,-,부산광역시 수영구 광안동 260-2,35.153412,129.118511,65280,-,-,-,-,-,1996-10-15,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00007,널구지공원,어린이공원,-,부산광역시 수영구 민락동 336-43,35.163112,129.129053,1500,-,-,-,-,-,1996-02-17,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00008,수변공원,어린이공원,부산광역시 수영구 민락수변로 129(민락동),부산광역시 수영구 민락동 110-18,35.155874,129.134379,4189,-,-,-,-,-,2003-06-05,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00009,호암공원,근린공원,-,부산광역시 수영구 광안동 743-5,35.15824,129.111606,5048,-,-,-,-,-,2005-10-19,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00010,망미공원,근린공원,-,부산광역시 수영구 망미동 640-13,35.173897,129.104591,7789,-,-,-,-,-,2007-08-20,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00010,망미공원,어린이공원,-,부산광역시 수영구 망미동 640-11,35.174211,129.106986,2226,-,-,-,-,-,2007-08-22,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00012,늘푸른공원,어린이공원,-,부산광역시 수영구 남천동 152,35.14181,129.113478,2045,-,-,-,-,-,2009-02-18,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00013,백산어린이공원,어린이공원,-,부산광역시 수영구 민락동 산15-7,35.164859,129.122931,2535,-,-,-,-,-,2007-09-12,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26500-00014,광안1동 소공원,소공원,-,부산광역시 수영구 광안동 1302-9,35.16494,129.110943,22,-,-,-,-,-,2013-06-19,부산광역시 수영구청,051-610-4536,2018-09-01,3380000,부산광역시 수영구
26530-00001,모라어울림공원,어린이공원,-,부산광역시 사상구 모라동 713-11,35.1839259,128.9840218,1558,-,조합놀이대 1점,-,-,파고라 외 9종 27점,1968-11-29,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00002,야시곡공원,어린이공원,부산광역시 사상구 백양대로950번나길 94,부산광역시 사상구 모라동 1325,35.1947592,128.9947884,2424,-,조합놀이대 외 2종 5점,-,-,파고라 외 10종 15점,1985-01-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00003,곡상골공원,어린이공원,-,부산광역시 사상구 모라동 1345-6,35.1915728,128.991148,830,-,조합놀이대 외 2종 4점,-,-,파고라 외 9종 19점,1985-01-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00004,고동바위공원,어린이공원,부산광역시 사상구 백양대로907번다길 6,부산광역시 사상구 모라동 1359,35.1881715,128.990314,1684,-,조합놀이대 외 3종 5점,-,-,파고라 외 10종 22점,1985-01-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00005,운수공원,어린이공원,-,부산광역시 사상구 모라동 75-3,35.1838383,129.0010903,1536,농구대 2점,조합놀이대 외 2종 3점,-,-,파고라 외 5종 18점,1990-06-23,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00006,모라백양공원,어린이공원,-,부산광역시 사상구 모라동 75-5,35.1821893,129.002112,2404,농구대 외 1종 2점,조합놀이대 외 2종 2점,-,-,파고라 외 5종 23점,1990-06-23,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00007,서당골공원,어린이공원,-,부산광역시 사상구 모라동 75-15,35.1811419,129.0003667,6092,농구대 2점,조합놀이대 외 8종 11점,-,-,파고라 외 6종 46점,1990-06-23,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00008,덕포공원,어린이공원,부산광역시 사상구 사상로386번길 42,부산광역시 사상구 덕포동 365-1,35.1785572,128.9876712,1670,-,조합놀이대 1점,-,-,파고라 외 12종 24점,1968-11-29,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00009,덕포체육공원,어린이공원,-,부산광역시 사상구 덕포동 763,35.1781192,128.9889965,4574,농구대 1점,조합놀이대 외 1종 2점,-,-,파고라 외 19종 47점,1985-01-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00010,덕포백양공원,어린이공원,부산광역시 사상구 백양대로762번길 17,부산광역시 사상구 덕포동 776-1,35.1749035,128.9895954,1602,-,조합놀이대 외 4종 6점,-,-,파고라 외 7종 19점,1985-01-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00011,창날공원,어린이공원,부산광역시 사상구 광장로87번길 30,부산광역시 사상구 괘법동 537-2,35.1638383,128.9855843,1690,-,조합놀이대 외 1종 2점,-,-,등의자 외 8종 12점,1968-11-29,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00012,창신공원,어린이공원,-,부산광역시 사상구 주례동 294,35.1559133,129.0046642,1507,농구대 1점,조합놀이대 외 1종 2점,-,-,파고라 외 17종 36점,1984-09-19,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00013,양지1공원,어린이공원,부산광역시 사상구 양지로42번길 80-20,부산광역시 사상구 주례동 306,35.1551493,129.0033213,2298,농구대 2점,조합놀이대 외 2종 5점,-,-,파고라 외 15종 40점,1984-09-19,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00014,양지2공원,어린이공원,부산광역시 사상구 양지로 18,부산광역시 사상구 주례동 314,35.1540896,129.0044673,2261,-,조합놀이대 외 1종 2점,-,-,파고라 외 10종 24점,1984-09-19,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00015,주례백양공원,어린이공원,부산광역시 사상구 백양대로500번길 21,부산광역시 사상구 주례동 961,35.1553901,128.9981756,1500,농구대 2점,조합놀이대 외 1종 2점,-,-,파고라 외 9종 24점,1984-09-19,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00016,다솜공원,어린이공원,-,"부산광역시 사상구 주례동 54-228,237",35.1492158,129.0158265,452,-,조합놀이대 1점,-,-,연식의자 외 2종 3점,1994-11-25,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00017,새싹공원,어린이공원,-,"부산광역시 사상구 주례동 54-230,238",35.149096,129.0145201,208,-,시소 외 1종 2점,-,-,등의자 외 1종 3점,1994-11-25,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00018,구덕공원,어린이공원,-,"부산광역시 사상구 학장동 168-6,20",35.1393796,128.9905852,2337,-,조합놀이대 외 1종 4점,-,-,파고라 외 11종 35점,1990-12-31,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00019,구학공원,어린이공원,부산광역시 사상구 학감대로49번길 54-16,부산광역시 사상구 학장동 168-9,35.1357446,128.9919786,3213,-,조합놀이대 외 1종 2점,-,-,파고라 외 9종 24점,1990-12-31,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00020,장밭갓공원,어린이공원,-,부산광역시 사상구 엄궁동 669-1,35.129749,128.9766053,3883,-,조합놀이대 외 1종 2점,-,-,평의자 외 9종 21점,1996-01-15,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00021,절골공원,어린이공원,-,부산광역시 사상구 엄궁동 669-4,35.1281349,128.9798019,2047,-,조합놀이대 외 1종 3점,-,-,파고라 외 4종 16점,1996-01-15,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00022,다온공원,어린이공원,-,부산광역시 사상구 엄궁동 674-2,35.126488,128.9773597,1532,-,조합놀이대 외 3종 4점,-,-,파고라 외 7종 19점,1996-01-15,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00023,보듬공원,어린이공원,-,부산광역시 사상구 엄궁동 683-2,35.1229349,128.9725096,1500,-,조합놀이대 1점,-,-,파고라 외 9종 19점,1996-01-15,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00024,도담공원,어린이공원,-,부산광역시 사상구 엄궁동 683-4,35.1239927,128.9679428,2305,-,조합놀이대 외 2종 3점,-,-,파고라 외 4종 14점,1996-01-15,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00025,나라어린이공원,어린이공원,-,부산광역시 사상구 엄궁동 726-2번지,35.126997,128.9756059,2770,-,조합놀이대 1점,-,-,파고라 외 8점 12점,1996-01-13,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00026,사상공원,근린공원,-,부산광역시 사상구 괘법동 산1-6일원,35.1632413,128.9983824,622916,-,모험시설 등 22종 23점,-,-,파고라 외 9종 84점,1972-12-30,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00027,모라공원,근린공원,부산광역시 사상구 덕상로 129,부산광역시 사상구 모라동1365-1,35.1829032,128.9901655,13352,-,그네1점,-,-,파고라 외 14종 48점,1985-01-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00028,해름소공원,소공원,-,부산광역시 사상구 엄궁동 652-16,35.1245545,128.9655401,835,-,-,-,-,파고라 외 4종 14점,2008-04-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00029,다누림공원,소공원,부산광역시 사상구 가야대로196번길 51,부산광역시 사상구 학장동288-12 일원,35.1473319,128.9947443,1300,-,-,-,-,연식의자 1점,2008-12-24,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00030,모라벤처타워공원,소공원,-,부산광역시 사상구 모라동 1375-3,35.184372,128.999502,735.8,-,-,-,-,평의자 외 2종 12점,2012-04-11,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00031,주감공원,소공원,-,부산광역시 사상구 주례동 1288-1,35.153963,128.998979,1250,-,-,-,-,파고라 외 4종 7점,2013-01-09,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
26530-00032,문화공원,문화공원,부산광역시 사상구 삼덕로 82,부산광역시 사상구 덕포동 413-1 일원,35.173358,128.985689,3160,-,-,-,-,-,2017-07-19,부산광역시 사상구청,051-310-4521,2019-03-21,3390000,부산광역시 사상구
